Filename,Accuracy,Precision,Recall,F1,FP rate,FN rate,Macro
2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_15_R1_2018_wav--1.wav,0.7636677536926914,0.7997407647440052,0.9238832043923134,0.8573413617415471,0.7686567164179104,0.07611679560768655,0.5776132439872015
2014/MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_09_R1_2014_wav--4.wav,0.7500585617240572,0.8956052197390131,0.8059117289782697,0.8483944302358625,0.6164747564216121,0.19408827102173032,0.5947184862783288
2015/MIDI-Unprocessed_R2_D2-12-13-15_mid--AUDIO-from_mp3_12_R2_2015_wav--3.wav,0.5650587758411025,0.883422778771616,0.5116560179589017,0.6480043739748496,0.24285714285714285,0.48834398204109825,0.6343994375508795
2018/MIDI-Unprocessed_Recital16_MID--AUDIO_16_R1_2018_wav--3.wav,0.7294398092967819,0.7912234042553191,0.8947368421052632,0.8398023994354269,0.9022988505747126,0.10526315789473684,0.4962189957652753
2014/MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_01_R1_2014_wav--2.wav,0.7870060281312793,0.7916964924838941,0.9761694616063548,0.8743083003952569,0.8083333333333333,0.02383053839364519,0.5839180641365107
2014/MIDI-UNPROCESSED_19-21_R3_2014_MID--AUDIO_21_R3_2014_wav--1.wav,0.4383449405981155,0.36984207845135,0.8441860465116279,0.514346439957492,0.782416192283365,0.1558139534883721,0.5308849271141315
2014/MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_01_R1_2014_wav--1.wav,0.7218591140159768,0.5,0.6318537859007833,0.558246828143022,0.24346076458752516,0.3681462140992167,0.694196510656629
2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_18_R1_2018_wav--3.wav,0.7422535211267606,0.3379721669980119,0.8374384236453202,0.4815864022662889,0.2736236647493837,0.1625615763546798,0.7819073794479683
2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_09_R1_2018_wav--5.wav,0.5807940904893814,0.5701357466063348,0.9553496208930076,0.7141057934508817,0.8733401430030644,0.04465037910699242,0.5410047389449716
2014/MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_11_R1_2014_wav--1.wav,0.37094563727729557,0.24780701754385964,0.9890590809628009,0.3963174046470846,0.792147806004619,0.010940919037199124,0.598455637479091
2017/MIDI-Unprocessed_083_PIANO083_MID--AUDIO-split_07-09-17_Piano-e_2_-06_wav--1.wav,0.5436046511627907,0.5679442508710801,0.27697536108751064,0.3723586521987436,0.20146222583265638,0.7230246389124894,0.5377565676274272
2017/MIDI-Unprocessed_059_PIANO059_MID--AUDIO-split_07-07-17_Piano-e_2-03_wav--4.wav,0.6135061802833887,0.8645111624326405,0.31985189404728,0.4669438669438669,0.0563560678834454,0.68014810595272,0.6317479130819172
2015/MIDI-Unprocessed_R2_D2-12-13-15_mid--AUDIO-from_mp3_13_R2_2015_wav--4.wav,0.6663066954643628,0.860009789525208,0.4834892680242157,0.6189889025893959,0.10042134831460674,0.5165107319757842,0.6915339598548045
2014/MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_13_R1_2014_wav--6.wav,0.6113666564448533,0.8695871946082561,0.6302356820124557,0.7308128009062589,0.48557089084065247,0.3697643179875443,0.5723323955859017
2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_19_R1_2018_wav--3.wav,0.5253807106598984,0.8558558558558559,0.4664484451718494,0.6038135593220338,0.2711864406779661,0.5335515548281505,0.5976310022469417
2017/MIDI-Unprocessed_075_PIANO075_MID--AUDIO-split_07-08-17_Piano-e_2-06_wav--3.wav,0.34568541072816794,0.9665831244778613,0.31768259198242726,0.4781979747881794,0.18433179723502305,0.6823174080175728,0.5666753973737021
2017/MIDI-Unprocessed_065_PIANO065_MID--AUDIO-split_07-07-17_Piano-e_3-01_wav--3.wav,0.5932960893854748,0.9067131647776809,0.5135802469135803,0.6557377049180328,0.1621212121212121,0.48641975308641977,0.6757295173961841
2017/MIDI-Unprocessed_080_PIANO080_MID--AUDIO-split_07-09-17_Piano-e_1-06_wav--3.wav,0.5066688758180764,0.8631944444444445,0.30893500683484526,0.4550196760318477,0.09791252485089463,0.6910649931651547,0.6055112409919753
2017/MIDI-Unprocessed_072_PIANO072_MID--AUDIO-split_07-08-17_Piano-e_1-06_wav--2.wav,0.7046056114346215,0.7178807947019867,0.3750865051903114,0.4927272727272727,0.09129875696528075,0.6249134948096886,0.6418938741125153
2015/MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_03_R2_2015_wav--1.wav,0.5608695652173913,0.9175438596491228,0.5331294597349643,0.6744036105738233,0.2781065088757396,0.46687054026503566,0.6275114754296123
2015/MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_06_R2_2015_wav--1.wav,0.5527426160337553,0.9013230429988974,0.5367695338148392,0.6728395061728396,0.3516699410609037,0.4632304661851609,0.5925497963769677
2015/MIDI-Unprocessed_R2_D2-19-21-22_mid--AUDIO-from_mp3_19_R2_2015_wav--3.wav,0.45464392093149203,0.9002184996358339,0.3970446514616126,0.5510477039679001,0.23620689655172414,0.6029553485383874,0.5804188774549442
2017/MIDI-Unprocessed_078_PIANO078_MID--AUDIO-split_07-09-17_Piano-e_1-02_wav--2.wav,0.5002210921954455,0.8225090762404196,0.33316993464052286,0.47424119083614374,0.15037593984962405,0.6668300653594771,0.5913969973954494
